1.952922668e+002,3.613701789e-003
1.954941406e+002,1.291063614e-003
1.956960449e+002,9.407536127e-003
1.958979492e+002,2.414097544e-003
1.960998840e+002,4.558071494e-003
1.963018341e+002,3.383990377e-003
1.965037994e+002,3.868936794e-003
1.967057800e+002,2.745902864e-003
1.969077759e+002,2.924567321e-003
1.971097870e+002,3.052184824e-003
1.973118134e+002,4.787782673e-003
1.975138550e+002,3.307419829e-003
1.977159271e+002,3.026661463e-003
1.979179993e+002,3.715795930e-003
1.981200867e+002,5.196158774e-003
1.983222046e+002,5.017494317e-003
1.985243378e+002,3.026661463e-003
1.987264862e+002,2.439620905e-003
1.989286499e+002,4.558071494e-003
1.991308136e+002,1.852580579e-003
1.993330231e+002,2.745902864e-003
1.995352325e+002,2.107815584e-003
1.997374573e+002,4.507024307e-003
1.999396973e+002,5.170635413e-003
2.001419678e+002,4.251789302e-003
2.003442383e+002,2.720379503e-003
2.005465393e+002,4.098648205e-003
2.007488403e+002,3.435037332e-003
2.009511719e+002,1.010305132e-003
2.011535187e+002,3.613701789e-003
2.013558807e+002,4.149695393e-003
2.015582581e+002,3.971030936e-003
2.017606506e+002,6.395763252e-003
2.019630585e+002,1.699439599e-003
2.021654816e+002,3.741319291e-003
2.023679352e+002,3.230849514e-003
2.025703888e+002,4.583594855e-003
2.027728729e+002,3.996554296e-003
2.029753571e+002,3.256372875e-003
2.031778717e+002,3.792366246e-003
2.033804016e+002,3.128755372e-003
2.035829315e+002,6.625474431e-003
2.037854919e+002,4.813306034e-003
2.039880676e+002,3.766842885e-003
2.041906586e+002,5.706628785e-003
2.043932800e+002,2.363050589e-003
2.045959015e+002,4.660165403e-003
2.047985382e+002,4.073124845e-003
2.050012054e+002,1.597345574e-003
2.052038727e+002,5.764056696e-004
2.054065704e+002,4.353883211e-003
2.056092682e+002,2.694855910e-003
2.058119965e+002,3.103232011e-003
2.060147400e+002,3.460560925e-003
2.062174988e+002,5.757675506e-003
2.064202728e+002,1.929151011e-003
2.066230621e+002,5.987387151e-003
2.068258667e+002,3.052184824e-003
2.070286865e+002,3.868936794e-003
2.072315216e+002,3.843413433e-003
2.074343872e+002,3.128755372e-003
2.076372528e+002,1.112399157e-003
2.078401489e+002,4.711212125e-003
2.080430450e+002,4.743116733e-004
2.082459717e+002,1.648392528e-003
2.084489136e+002,4.685688764e-003
2.086518555e+002,6.753092166e-003
2.088548279e+002,2.975614509e-003
2.090578156e+002,7.084897719e-003
2.092608185e+002,2.363050589e-003
2.094638367e+002,2.720379503e-003
2.096668854e+002,2.337526996e-003
2.098699341e+002,5.936339963e-003
2.100729980e+002,3.741319291e-003
2.102760925e+002,7.774032187e-003
2.104791870e+002,3.843413433e-003
2.106823120e+002,4.915400408e-003
2.108854370e+002,4.685688764e-003
2.110885925e+002,5.527964327e-003
2.112917633e+002,3.103232011e-003
2.114949493e+002,3.613701789e-003
2.116981506e+002,4.379406571e-003
2.119013672e+002,1.954674488e-003
2.121045990e+002,1.597345574e-003
2.123078461e+002,4.047601484e-003
2.125111084e+002,4.175218754e-003
2.127144012e+002,4.864353221e-003
2.129176941e+002,2.899043960e-003
2.131210175e+002,5.374823231e-003
2.133243408e+002,4.762259312e-003
2.135276947e+002,4.047601484e-003
2.137310486e+002,2.924567321e-003
2.139344330e+002,5.476917140e-003
2.141378326e+002,3.639225382e-003
2.143412476e+002,5.910816602e-003
2.145446777e+002,3.256372875e-003
2.147481232e+002,4.379406571e-003
2.149515839e+002,1.622869051e-003
2.151550598e+002,5.961863790e-003
2.153585510e+002,4.430453759e-003
2.155620728e+002,4.226265941e-003
2.157655945e+002,3.358466784e-003
2.159691467e+002,4.251789302e-003
2.161726990e+002,1.214493066e-003
2.163762817e+002,6.293668877e-003
2.165798645e+002,2.669332549e-003
2.167834778e+002,5.706628785e-003
2.169871063e+002,5.757675506e-003
2.171907501e+002,6.268145517e-003
2.173944092e+002,4.379406571e-003
2.175980835e+002,4.685688764e-003
2.178017731e+002,4.124172032e-003
2.180054779e+002,4.047601484e-003
2.182091980e+002,5.374823231e-003
2.184129486e+002,2.439620905e-003
2.186166992e+002,2.720379503e-003
2.188204651e+002,1.929151011e-003
2.190242615e+002,5.400346592e-003
2.192280579e+002,2.847997006e-003
2.194318848e+002,2.516191453e-003
2.196357269e+002,1.699439599e-003
2.198395691e+002,5.604534876e-003
2.200434418e+002,5.987387151e-003
2.202473297e+002,2.082291991e-003
2.204512329e+002,6.319192704e-003
2.206551514e+002,7.646414451e-003
2.208590851e+002,8.310025558e-003
2.210630341e+002,6.293668877e-003
2.212670135e+002,7.850602269e-003
2.214709930e+002,7.646414451e-003
2.216749878e+002,4.353883211e-003
2.218790131e+002,4.558071494e-003
2.220830383e+002,5.910816602e-003
2.222870941e+002,3.588178428e-003
2.224911499e+002,5.783199333e-003
2.226952362e+002,2.924567321e-003
2.228993225e+002,3.256372875e-003
2.231034393e+002,5.579011049e-003
2.233075714e+002,4.200742114e-003
2.235117188e+002,2.771426458e-003
2.237158813e+002,3.103232011e-003
2.239200592e+002,3.001137869e-003
2.241242523e+002,7.493273355e-003
2.243284607e+002,4.073124845e-003
2.245326843e+002,4.200742114e-003
2.247369385e+002,2.950090915e-003
2.249411926e+002,4.175218754e-003
2.251454620e+002,2.720379503e-003
2.253497620e+002,4.353883211e-003
2.255540619e+002,2.005721442e-003
2.257583923e+002,4.558071494e-003
2.259627380e+002,3.715795930e-003
2.261670837e+002,3.256372875e-003
2.263714600e+002,2.541715046e-003
2.265758514e+002,5.834246054e-003
2.267802582e+002,1.520775026e-003
2.269846802e+002,2.950090915e-003
2.271891174e+002,5.017494317e-003
2.273935699e+002,4.991970956e-003
2.275980377e+002,3.409513971e-003
2.278025208e+002,2.643808955e-003
2.280070190e+002,2.899043960e-003
2.282115479e+002,5.910816602e-003
2.284160767e+002,3.971030936e-003
2.286206207e+002,3.945507109e-003
2.288251953e+002,5.017494317e-003
2.290297699e+002,4.481500946e-003
2.292343750e+002,1.801533508e-003
2.294389801e+002,6.242622156e-003
2.296436157e+002,2.133338945e-003
2.298482666e+002,2.771426458e-003
2.300529327e+002,5.272729322e-003
2.302575989e+002,3.766842885e-003
2.304622955e+002,4.047601484e-003
2.306670074e+002,4.736735951e-003
2.308717346e+002,4.966447130e-003
2.310764771e+002,4.685688764e-003
2.312812500e+002,3.613701789e-003
2.314860229e+002,3.435037332e-003
2.316908112e+002,4.558071494e-003
2.318956146e+002,5.017494317e-003
2.321004486e+002,5.196158774e-003
2.323052826e+002,7.314608898e-003
2.325101318e+002,1.240016543e-003
2.327150116e+002,4.098648205e-003
2.329198914e+002,4.175218754e-003
2.331248016e+002,3.664748743e-003
2.333297272e+002,2.771426458e-003
2.335346527e+002,5.783199333e-003
2.337396088e+002,2.771426458e-003
2.339445801e+002,4.813306034e-003
2.341495667e+002,6.599951070e-003
2.343545685e+002,5.859769881e-003
2.345595856e+002,5.119588226e-003
2.347646179e+002,5.349299870e-003
2.349696655e+002,3.792366246e-003
2.351747284e+002,7.084897719e-003
2.353798065e+002,5.221682135e-003
2.355848999e+002,4.558071494e-003
2.357900238e+002,7.212514989e-003
2.359951477e+002,3.307419829e-003
2.362002869e+002,5.502440501e-003
2.364054565e+002,1.622869051e-003
2.366106262e+002,6.574427709e-003
2.368158264e+002,6.191574968e-003
2.370210266e+002,1.520775026e-003
2.372262573e+002,5.834246054e-003
2.374314880e+002,3.511607880e-003
2.376367493e+002,5.043017678e-003
2.378420258e+002,5.987387151e-003
2.380473175e+002,4.685688764e-003
2.382526245e+002,6.472333800e-003
2.384579315e+002,6.472333800e-003
2.386632690e+002,5.323776044e-003
2.388686218e+002,4.660165403e-003
2.390739899e+002,3.281896468e-003
2.392793884e+002,5.043017678e-003
2.394847870e+002,7.135944441e-003
2.396902008e+002,9.866958484e-003
2.398956299e+002,-4.190107575e-004
2.401010742e+002,7.110421080e-003
2.403065491e+002,5.808722693e-003
2.405120239e+002,5.094064865e-003
2.407175140e+002,2.133338945e-003
2.409230347e+002,2.669332549e-003
2.411285553e+002,9.337346419e-004
2.413341064e+002,6.523380522e-003
2.415396729e+002,7.850602269e-003
2.417452393e+002,5.017494317e-003
2.419508362e+002,2.465144498e-003
2.421564484e+002,3.741319291e-003
2.423620605e+002,2.694855910e-003
2.425677032e+002,6.446809974e-003
2.427733612e+002,3.511607880e-003
2.429790344e+002,8.871542290e-003
2.431847229e+002,4.277312662e-003
2.433904266e+002,4.226265941e-003
2.435961456e+002,8.054790087e-003
2.438018799e+002,2.592762001e-003
2.440076294e+002,4.073124845e-003
2.442133942e+002,4.660165403e-003
2.444191742e+002,6.982803345e-003
2.446249695e+002,5.502440501e-003
2.448307953e+002,-3.169167612e-004
2.450366211e+002,7.646414451e-003
2.452424622e+002,8.207931183e-003
2.454483337e+002,1.827056985e-003
2.456542053e+002,6.166051608e-003
2.458601074e+002,7.416702807e-003
2.460660095e+002,5.783199333e-003
2.462719421e+002,4.149695393e-003
2.464778748e+002,3.103232011e-003
2.466838379e+002,3.766842885e-003
2.468898163e+002,6.599951070e-003
2.470957947e+002,2.950090915e-003
2.473018036e+002,4.507024307e-003
2.475078278e+002,6.753092166e-003
2.477138672e+002,4.481500946e-003
2.479199066e+002,4.940923769e-003
2.481259766e+002,4.022077657e-003
2.483320618e+002,6.344716065e-003
2.485381622e+002,3.154278966e-003
2.487442780e+002,7.008327171e-003
2.489504089e+002,3.664748743e-003
2.491565552e+002,6.115004420e-003
2.493627319e+002,6.012910511e-003
2.495689087e+002,2.669332549e-003
2.497751007e+002,4.022077657e-003
2.499813080e+002,6.599951070e-003
2.501875305e+002,6.753092166e-003
2.503937836e+002,6.089481059e-003
2.506000366e+002,4.991970956e-003
2.508063049e+002,8.335548453e-003
2.510126038e+002,3.154278966e-003
2.512189026e+002,3.715795930e-003
2.514252319e+002,6.012910511e-003
2.516315613e+002,3.843413433e-003
2.518379211e+002,6.344716065e-003
2.520442810e+002,4.864353221e-003
2.522506714e+002,3.664748743e-003
2.524570618e+002,3.486084286e-003
2.526634827e+002,2.337526996e-003
2.528699188e+002,5.400346592e-003
2.530763702e+002,7.040231139e-004
2.532828217e+002,4.073124845e-003
2.534893036e+002,4.124172032e-003
2.536958008e+002,2.847997006e-003
2.539023132e+002,4.200742114e-003
2.541088409e+002,1.648392528e-003
2.543153839e+002,5.119588226e-003
2.545219421e+002,5.476917140e-003
2.547285156e+002,4.251789302e-003
