"File_220518_105221 - RawData"
"Wavelength nm."	"Abs."
706.80	0.27764
707.00	0.27770
707.20	0.27774
707.40	0.27780
707.60	0.27786
707.80	0.27783
708.00	0.27785
708.20	0.27791
708.40	0.27794
708.60	0.27797
708.80	0.27801
709.00	0.27804
709.20	0.27806
709.40	0.27809
709.60	0.27805
709.80	0.27812
710.00	0.27815
710.20	0.27817
710.40	0.27818
710.60	0.27821
710.80	0.27814
711.00	0.27820
711.20	0.27825
711.40	0.27828
711.60	0.27835
711.80	0.27841
712.00	0.27846
712.20	0.27856
712.40	0.27852
712.60	0.27858
712.80	0.27860
713.00	0.27867
713.20	0.27871
713.40	0.27879
713.60	0.27874
713.80	0.27874
714.00	0.27879
714.20	0.27879
714.40	0.27882
714.60	0.27886
714.80	0.27884
715.00	0.27891
715.20	0.27891
715.40	0.27900
715.60	0.27905
715.80	0.27911
716.00	0.27909
716.20	0.27918
716.40	0.27922
716.60	0.27930
716.80	0.27936
717.00	0.27938
717.20	0.27937
717.40	0.27940
717.60	0.27944
717.80	0.27950
718.00	0.27950
718.20	0.27951
718.40	0.27953
718.60	0.27961
718.80	0.27956
719.00	0.27963
719.20	0.27957
719.40	0.27961
719.60	0.27960
719.80	0.27970
720.00	0.27971
720.20	0.27972
720.40	0.27969
720.60	0.27971
720.80	0.27970
721.00	0.27966
721.20	0.27968
721.40	0.27982
721.60	0.27982
721.80	0.27989
722.00	0.27991
722.20	0.27999
722.40	0.27999
722.60	0.28006
722.80	0.28009
723.00	0.28015
723.20	0.28020
723.40	0.28028
723.60	0.28038
723.80	0.28044
724.00	0.28045
724.20	0.28049
724.40	0.28052
724.60	0.28053
724.80	0.28055
725.00	0.28062
725.20	0.28068
725.40	0.28072
725.60	0.28079
725.80	0.28085
726.00	0.28089
726.20	0.28093
726.40	0.28093
726.60	0.28089
726.80	0.28089
727.00	0.28089
727.20	0.28095
727.40	0.28099
727.60	0.28099
727.80	0.28098
728.00	0.28103
728.20	0.28107
728.40	0.28102
728.60	0.28107
728.80	0.28111
729.00	0.28114
729.20	0.28119
729.40	0.28122
729.60	0.28137
729.80	0.28139
730.00	0.28143
730.20	0.28150
730.40	0.28161
730.60	0.28160
730.80	0.28162
731.00	0.28172
731.20	0.28172
731.40	0.28170
731.60	0.28179
731.80	0.28189
732.00	0.28195
732.20	0.28195
732.40	0.28202
732.60	0.28211
732.80	0.28217
733.00	0.28218
733.20	0.28227
733.40	0.28223
733.60	0.28229
733.80	0.28233
734.00	0.28240
734.20	0.28244
734.40	0.28243
734.60	0.28245
734.80	0.28243
735.00	0.28244
735.20	0.28250
735.40	0.28257
735.60	0.28255
735.80	0.28258
736.00	0.28271
736.20	0.28274
736.40	0.28279
736.60	0.28288
736.80	0.28294
737.00	0.28300
737.20	0.28311
737.40	0.28315
737.60	0.28325
737.80	0.28323
738.00	0.28318
738.20	0.28329
738.40	0.28331
738.60	0.28333
738.80	0.28331
739.00	0.28343
739.20	0.28340
739.40	0.28340
739.60	0.28350
739.80	0.28345
740.00	0.28345
740.20	0.28346
740.40	0.28344
740.60	0.28352
740.80	0.28354
741.00	0.28361
741.20	0.28370
741.40	0.28375
741.60	0.28378
741.80	0.28389
742.00	0.28393
742.20	0.28390
742.40	0.28390
742.60	0.28402
742.80	0.28412
743.00	0.28419
743.20	0.28416
743.40	0.28422
743.60	0.28428
743.80	0.28427
744.00	0.28428
744.20	0.28432
744.40	0.28433
744.60	0.28440
744.80	0.28439
745.00	0.28447
745.20	0.28451
745.40	0.28452
745.60	0.28457
745.80	0.28460
746.00	0.28457
746.20	0.28457
746.40	0.28460
746.60	0.28469
746.80	0.28466
747.00	0.28462
747.20	0.28466
747.40	0.28477
747.60	0.28488
747.80	0.28484
748.00	0.28484
748.20	0.28488
748.40	0.28497
748.60	0.28500
748.80	0.28501
749.00	0.28507
749.20	0.28505
749.40	0.28514
749.60	0.28528
749.80	0.28523
750.00	0.28518
750.20	0.28519
750.40	0.28530
750.60	0.28529
750.80	0.28539
751.00	0.28545
751.20	0.28557
751.40	0.28563
751.60	0.28566
751.80	0.28583
752.00	0.28588
752.20	0.28592
752.40	0.28599
752.60	0.28609
752.80	0.28614
753.00	0.28613
753.20	0.28627
753.40	0.28630
753.60	0.28630
753.80	0.28630
754.00	0.28638
754.20	0.28644
754.40	0.28644
754.60	0.28644
754.80	0.28645
755.00	0.28655
755.20	0.28664
755.40	0.28666
755.60	0.28667
755.80	0.28669
756.00	0.28666
756.20	0.28676
756.40	0.28680
756.60	0.28682
756.80	0.28679
757.00	0.28686
757.20	0.28690
757.40	0.28690
757.60	0.28690
757.80	0.28690
758.00	0.28704
758.20	0.28714
758.40	0.28717
758.60	0.28724
758.80	0.28720
759.00	0.28715
759.20	0.28713
759.40	0.28709
759.60	0.28698
759.80	0.28705
760.00	0.28707
760.20	0.28708
760.40	0.28706
760.60	0.28696
760.80	0.28694
761.00	0.28701
761.20	0.28693
761.40	0.28697
761.60	0.28717
761.80	0.28717
762.00	0.28734
762.20	0.28752
762.40	0.28766
762.60	0.28775
762.80	0.28790
763.00	0.28809
763.20	0.28826
763.40	0.28844
763.60	0.28849
763.80	0.28879
764.00	0.28893
764.20	0.28901
764.40	0.28921
764.60	0.28932
764.80	0.28937
765.00	0.28941
765.20	0.28945
765.40	0.28953
765.60	0.28958
765.80	0.28968
766.00	0.28979
766.20	0.28991
766.40	0.28986
766.60	0.28989
766.80	0.28991
767.00	0.28998
767.20	0.29008
767.40	0.29018
767.60	0.29021
767.80	0.29030
768.00	0.29029
768.20	0.29031
768.40	0.29039
768.60	0.29035
768.80	0.29037
769.00	0.29043
769.20	0.29043
769.40	0.29048
769.60	0.29052
769.80	0.29048
770.00	0.29036
770.20	0.29044
770.40	0.29052
770.60	0.29050
770.80	0.29042
771.00	0.29035
771.20	0.29037
771.40	0.29026
771.60	0.29027
771.80	0.29032
772.00	0.29028
772.20	0.29021
772.40	0.29017
772.60	0.29031
772.80	0.29024
773.00	0.29017
773.20	0.29021
773.40	0.29032
773.60	0.29021
773.80	0.29011
774.00	0.29017
774.20	0.29015
774.40	0.29015
774.60	0.29012
774.80	0.29016
775.00	0.29023
775.20	0.29007
775.40	0.29001
775.60	0.29004
775.80	0.29001
776.00	0.28999
776.20	0.29013
776.40	0.29024
776.60	0.29016
776.80	0.29015
777.00	0.29017
777.20	0.29023
777.40	0.29018
777.60	0.29006
777.80	0.29015
778.00	0.29024
778.20	0.29030
778.40	0.29039
778.60	0.29040
778.80	0.29039
779.00	0.29035
779.20	0.29045
779.40	0.29034
779.60	0.29034
779.80	0.29038
780.00	0.29056
780.20	0.29074
780.40	0.29075
780.60	0.29078
780.80	0.29086
781.00	0.29091
781.20	0.29095
781.40	0.29107
781.60	0.29112
781.80	0.29118
782.00	0.29142
782.20	0.29153
782.40	0.29155
782.60	0.29168
782.80	0.29169
783.00	0.29186
783.20	0.29189
783.40	0.29184
783.60	0.29188
783.80	0.29198
784.00	0.29201
784.20	0.29212
784.40	0.29211
784.60	0.29219
784.80	0.29219
785.00	0.29230
785.20	0.29227
785.40	0.29239
785.60	0.29236
785.80	0.29240
786.00	0.29254
786.20	0.29265
786.40	0.29267
786.60	0.29277
786.80	0.29280
787.00	0.29295
787.20	0.29302
787.40	0.29312
787.60	0.29317
787.80	0.29319
788.00	0.29326
788.20	0.29338
788.40	0.29352
788.60	0.29357
788.80	0.29355
789.00	0.29366
789.20	0.29362
789.40	0.29373
789.60	0.29375
789.80	0.29372
790.00	0.29376
790.20	0.29377
790.40	0.29379
790.60	0.29370
790.80	0.29373
791.00	0.29371
791.20	0.29373
791.40	0.29377
791.60	0.29375
791.80	0.29385
792.00	0.29373
792.20	0.29374
792.40	0.29380
792.60	0.29378
792.80	0.29379
793.00	0.29380
793.20	0.29389
793.40	0.29395
793.60	0.29395
793.80	0.29395
794.00	0.29398
794.20	0.29404
794.40	0.29405
794.60	0.29414
794.80	0.29415
795.00	0.29415
795.20	0.29415
795.40	0.29417
795.60	0.29422
795.80	0.29417
796.00	0.29409
796.20	0.29404
796.40	0.29412
796.60	0.29417
796.80	0.29416
797.00	0.29408
797.20	0.29421
797.40	0.29424
797.60	0.29433
797.80	0.29439
798.00	0.29461
798.20	0.29466
798.40	0.29463
798.60	0.29474
798.80	0.29482
799.00	0.29477
799.20	0.29475
799.40	0.29485
799.60	0.29491
799.80	0.29484
800.00	0.29487
800.20	0.29493
800.40	0.29496
800.60	0.29495
800.80	0.29494
801.00	0.29511
801.20	0.29505
801.40	0.29517
801.60	0.29523
801.80	0.29524
802.00	0.29534
802.20	0.29536
802.40	0.29547
802.60	0.29548
802.80	0.29549
803.00	0.29550
803.20	0.29552
803.40	0.29557
803.60	0.29559
803.80	0.29584
804.00	0.29594
804.20	0.29597
804.40	0.29600
804.60	0.29593
804.80	0.29605
805.00	0.29604
805.20	0.29602
805.40	0.29600
805.60	0.29613
805.80	0.29611
806.00	0.29621
806.20	0.29633
806.40	0.29637
806.60	0.29633
806.80	0.29648
807.00	0.29658
807.20	0.29664
807.40	0.29669
807.60	0.29680
807.80	0.29714
808.00	0.29723
808.20	0.29727
808.40	0.29729
808.60	0.29741
808.80	0.29742
809.00	0.29732
809.20	0.29737
809.40	0.29729
809.60	0.29735
809.80	0.29730
810.00	0.29732
810.20	0.29748
810.40	0.29744
810.60	0.29742
810.80	0.29747
811.00	0.29761
811.20	0.29754
811.40	0.29757
811.60	0.29760
811.80	0.29759
812.00	0.29771
812.20	0.29775
812.40	0.29789
812.60	0.29790
812.80	0.29788
813.00	0.29790
813.20	0.29800
813.40	0.29804
813.60	0.29804
813.80	0.29804
814.00	0.29803
814.20	0.29806
814.40	0.29824
814.60	0.29819
814.80	0.29822
815.00	0.29832
815.20	0.29839
815.40	0.29825
815.60	0.29819
815.80	0.29826
816.00	0.29826
816.20	0.29831
816.40	0.29834
816.60	0.29830
816.80	0.29827
817.00	0.29823
817.20	0.29834
817.40	0.29831
817.60	0.29831
817.80	0.29833
818.00	0.29853
818.20	0.29862
818.40	0.29851
818.60	0.29843
818.80	0.29840
819.00	0.29845
819.20	0.29862
819.40	0.29863
819.60	0.29848
819.80	0.29849
820.00	0.29847
820.20	0.29849
820.40	0.29842
820.60	0.29822
820.80	0.29814
821.00	0.29825
821.20	0.29830
821.40	0.29832
821.60	0.29834
821.80	0.29831
822.00	0.29850
822.20	0.29863
822.40	0.29862
822.60	0.29874
822.80	0.29866
823.00	0.29881
823.20	0.29898
823.40	0.29895
823.60	0.29898
823.80	0.29911
824.00	0.29913
824.20	0.29914
824.40	0.29917
824.60	0.29918
824.80	0.29923
825.00	0.29924
825.20	0.29933
825.40	0.29934
825.60	0.29920
825.80	0.29919
826.00	0.29922
826.20	0.29926
826.40	0.29921
826.60	0.29924
826.80	0.29927
827.00	0.29923
827.20	0.29920
827.40	0.29925
827.60	0.29922
827.80	0.29917
828.00	0.29934
828.20	0.29946
828.40	0.29951
828.60	0.29959
828.80	0.29961
829.00	0.29966
829.20	0.29971
829.40	0.29975
829.60	0.29977
829.80	0.29985
830.00	0.29983
830.20	0.29996
830.40	0.30007
830.60	0.30019
830.80	0.30017
831.00	0.30029
831.20	0.30032
831.40	0.30037
831.60	0.30053
831.80	0.30061
832.00	0.30064
832.20	0.30074
832.40	0.30080
832.60	0.30094
832.80	0.30101
833.00	0.30085
833.20	0.30071
833.40	0.30090
833.60	0.30090
833.80	0.30093
834.00	0.30088
834.20	0.30083
834.40	0.30093
834.60	0.30105
834.80	0.30096
835.00	0.30082
835.20	0.30072
835.40	0.30055
835.60	0.30074
835.80	0.30071
836.00	0.30065
836.20	0.30067
836.40	0.30063
836.60	0.30072
836.80	0.30061
837.00	0.30030
837.20	0.30020
837.40	0.30040
837.60	0.30057
837.80	0.30057
838.00	0.30078
838.20	0.30071
838.40	0.30080
838.60	0.30086
838.80	0.30093
839.00	0.30113
839.20	0.30118
839.40	0.30122
839.60	0.30144
839.80	0.30145
840.00	0.30138
840.20	0.30146
840.40	0.30158
840.60	0.30159
840.80	0.30166
841.00	0.30165
841.20	0.30154
841.40	0.30144
841.60	0.30126
841.80	0.30129
842.00	0.30136
842.20	0.30129
842.40	0.30133
842.60	0.30137
842.80	0.30118
843.00	0.30107
843.20	0.30100
843.40	0.30071
843.60	0.30086
843.80	0.30100
844.00	0.30091
844.20	0.30094
844.40	0.30093
844.60	0.30090
844.80	0.30094
845.00	0.30095
845.20	0.30086
845.40	0.30084
845.60	0.30086
845.80	0.30081
846.00	0.30098
846.20	0.30088
846.40	0.30064
846.60	0.30083
846.80	0.30088
847.00	0.30079
847.20	0.30069
847.40	0.30050
847.60	0.30050
847.80	0.30039
848.00	0.30051
848.20	0.30047
848.40	0.30055
848.60	0.30047
848.80	0.30028
849.00	0.30207
849.20	0.30353
849.40	0.30513
849.60	0.30680
849.80	0.30849
850.00	0.31029
850.20	0.31185
850.40	0.31364
850.60	0.31514
850.80	0.31686
851.00	0.31845
851.20	0.32021
851.40	0.32194
851.60	0.32191
851.80	0.32199
852.00	0.32202
852.20	0.32207
852.40	0.32210
852.60	0.32209
852.80	0.32213
853.00	0.32215
853.20	0.32228
853.40	0.32227
853.60	0.32229
853.80	0.32229
854.00	0.32245
854.20	0.32251
854.40	0.32255
854.60	0.32268
854.80	0.32268
855.00	0.32274
855.20	0.32282
855.40	0.32285
855.60	0.32287
855.80	0.32288
856.00	0.32297
856.20	0.32303
856.40	0.32313
856.60	0.32314
856.80	0.32322
857.00	0.32328
857.20	0.32325
857.40	0.32327
857.60	0.32330
857.80	0.32336
858.00	0.32347
858.20	0.32349
858.40	0.32353
858.60	0.32357
858.80	0.32364
859.00	0.32359
859.20	0.32357
859.40	0.32361
859.60	0.32361
859.80	0.32367
860.00	0.32367
860.20	0.32379
860.40	0.32381
860.60	0.32382
860.80	0.32394
861.00	0.32401
861.20	0.32402
861.40	0.32405
861.60	0.32411
861.80	0.32421
862.00	0.32416
862.20	0.32422
862.40	0.32420
862.60	0.32427
862.80	0.32428
863.00	0.32438
863.20	0.32440
863.40	0.32442
863.60	0.32441
863.80	0.32449
864.00	0.32453
864.20	0.32456
864.40	0.32454
864.60	0.32460
864.80	0.32459
865.00	0.32467
865.20	0.32470
865.40	0.32468
865.60	0.32468
865.80	0.32473
866.00	0.32472
866.20	0.32482
866.40	0.32484
866.60	0.32487
866.80	0.32491
867.00	0.32500
867.20	0.32506
867.40	0.32508
867.60	0.32515
867.80	0.32516
868.00	0.32524
868.20	0.32525
868.40	0.32528
868.60	0.32536
868.80	0.32535
869.00	0.32535
869.20	0.32536
869.40	0.32536
869.60	0.32533
869.80	0.32538
870.00	0.32543
870.20	0.32541
870.40	0.32544
870.60	0.32543
870.80	0.32545
871.00	0.32542
871.20	0.32545
871.40	0.32547
871.60	0.32547
871.80	0.32547
872.00	0.32554
872.20	0.32562
872.40	0.32557
872.60	0.32558
872.80	0.32564
873.00	0.32567
873.20	0.32571
873.40	0.32575
873.60	0.32580
873.80	0.32579
874.00	0.32583
874.20	0.32590
874.40	0.32595
874.60	0.32591
874.80	0.32594
875.00	0.32598
875.20	0.32609
875.40	0.32609
875.60	0.32617
875.80	0.32621
876.00	0.32622
876.20	0.32622
876.40	0.32631
876.60	0.32633
876.80	0.32640
877.00	0.32644
877.20	0.32655
877.40	0.32658
877.60	0.32666
877.80	0.32660
878.00	0.32670
878.20	0.32671
878.40	0.32668
878.60	0.32672
878.80	0.32683
879.00	0.32688
879.20	0.32695
879.40	0.32703
879.60	0.32703
879.80	0.32703
880.00	0.32704
880.20	0.32711
880.40	0.32716
880.60	0.32716
880.80	0.32723
881.00	0.32733
881.20	0.32739
881.40	0.32741
881.60	0.32738
881.80	0.32736
882.00	0.32734
882.20	0.32744
882.40	0.32746
882.60	0.32750
882.80	0.32744
883.00	0.32752
883.20	0.32755
883.40	0.32755
883.60	0.32756
883.80	0.32762
884.00	0.32768
884.20	0.32771
884.40	0.32777
884.60	0.32778
884.80	0.32776
885.00	0.32782
885.20	0.32785
885.40	0.32796
885.60	0.32804
885.80	0.32811
886.00	0.32813
886.20	0.32817
886.40	0.32820
886.60	0.32818
886.80	0.32828
887.00	0.32832
887.20	0.32839
887.40	0.32846
887.60	0.32856
887.80	0.32864
888.00	0.32866
888.20	0.32865
888.40	0.32870
888.60	0.32873
888.80	0.32881
889.00	0.32883
889.20	0.32890
889.40	0.32890
889.60	0.32895
889.80	0.32898
890.00	0.32902
890.20	0.32905
890.40	0.32903
890.60	0.32907
890.80	0.32913
891.00	0.32915
891.20	0.32924
891.40	0.32926
891.60	0.32935
891.80	0.32938
892.00	0.32943
892.20	0.32948
892.40	0.32957
892.60	0.32964
892.80	0.32970
893.00	0.32981
893.20	0.32987
893.40	0.32991
893.60	0.32997
893.80	0.33000
894.00	0.33004
894.20	0.33008
894.40	0.33010
894.60	0.33019
894.80	0.33025
895.00	0.33024
895.20	0.33027
895.40	0.33029
895.60	0.33030
895.80	0.33033
896.00	0.33035
896.20	0.33037
896.40	0.33044
896.60	0.33052
896.80	0.33051
897.00	0.33054
897.20	0.33053
897.40	0.33051
897.60	0.33054
897.80	0.33051
898.00	0.33049
898.20	0.33049
898.40	0.33048
898.60	0.33054
898.80	0.33052
899.00	0.33045
899.20	0.33038
899.40	0.33040
899.60	0.33042
899.80	0.33044
900.00	0.33047
900.20	0.33049
900.40	0.33055
900.60	0.33060
900.80	0.33066
901.00	0.33070
901.20	0.33067
901.40	0.33067
901.60	0.33075
901.80	0.33076
902.00	0.33080
902.20	0.33086
902.40	0.33092
902.60	0.33097
902.80	0.33097
903.00	0.33100
903.20	0.33103
903.40	0.33099
903.60	0.33104
903.80	0.33110
904.00	0.33116
904.20	0.33117
904.40	0.33125
904.60	0.33129
904.80	0.33134
905.00	0.33139
905.20	0.33142
905.40	0.33145
905.60	0.33150
905.80	0.33153
906.00	0.33163
906.20	0.33165
906.40	0.33173
906.60	0.33182
906.80	0.33189
907.00	0.33194
907.20	0.33199
907.40	0.33200
907.60	0.33198
907.80	0.33203
908.00	0.33212
908.20	0.33215
908.40	0.33225
908.60	0.33228
908.80	0.33230
909.00	0.33233
909.20	0.33235
909.40	0.33241
909.60	0.33246
909.80	0.33252
910.00	0.33259
910.20	0.33266
910.40	0.33267
910.60	0.33271
910.80	0.33278
911.00	0.33280
911.20	0.33282
911.40	0.33289
911.60	0.33292
911.80	0.33296
912.00	0.33297
912.20	0.33301
912.40	0.33303
912.60	0.33308
912.80	0.33314
913.00	0.33319
913.20	0.33323
913.40	0.33327
913.60	0.33333
913.80	0.33339
914.00	0.33342
914.20	0.33350
914.40	0.33352
914.60	0.33360
914.80	0.33370
915.00	0.33375
915.20	0.33376
915.40	0.33379
915.60	0.33387
915.80	0.33397
916.00	0.33404
916.20	0.33405
916.40	0.33409
916.60	0.33416
916.80	0.33422
917.00	0.33432
917.20	0.33435
917.40	0.33433
917.60	0.33441
917.80	0.33449
918.00	0.33458
918.20	0.33462
918.40	0.33462
918.60	0.33468
918.80	0.33478
919.00	0.33486
919.20	0.33492
919.40	0.33500
919.60	0.33504
919.80	0.33511
920.00	0.33522
920.20	0.33528
920.40	0.33537
920.60	0.33547
920.80	0.33555
921.00	0.33564
921.20	0.33566
921.40	0.33571
921.60	0.33581
921.80	0.33590
922.00	0.33596
922.20	0.33604
922.40	0.33613
922.60	0.33620
922.80	0.33627
923.00	0.33636
923.20	0.33639
923.40	0.33645
923.60	0.33654
923.80	0.33667
924.00	0.33677
924.20	0.33686
924.40	0.33695
924.60	0.33701
924.80	0.33710
925.00	0.33726
925.20	0.33735
925.40	0.33745
925.60	0.33754
925.80	0.33766
926.00	0.33777
926.20	0.33785
926.40	0.33794
926.60	0.33802
926.80	0.33805
927.00	0.33814
927.20	0.33824
927.40	0.33832
927.60	0.33832
927.80	0.33838
928.00	0.33847
928.20	0.33849
928.40	0.33855
928.60	0.33864
928.80	0.33873
929.00	0.33881
929.20	0.33892
929.40	0.33905
929.60	0.33911
929.80	0.33919
930.00	0.33926
930.20	0.33934
930.40	0.33945
930.60	0.33951
930.80	0.33965
931.00	0.33971
931.20	0.33979
931.40	0.33988
931.60	0.33994
931.80	0.34001
932.00	0.34009
932.20	0.34016
932.40	0.34025
932.60	0.34035
932.80	0.34045
933.00	0.34049
933.20	0.34058
933.40	0.34064
933.60	0.34070
933.80	0.34080
934.00	0.34087
934.20	0.34093
934.40	0.34100
934.60	0.34107
934.80	0.34120
935.00	0.34128
935.20	0.34138
935.40	0.34147
935.60	0.34157
935.80	0.34167
936.00	0.34176
936.20	0.34188
936.40	0.34193
936.60	0.34199
936.80	0.34210
937.00	0.34218
937.20	0.34229
937.40	0.34235
937.60	0.34243
937.80	0.34249
938.00	0.34256
938.20	0.34262
938.40	0.34267
938.60	0.34275
938.80	0.34282
939.00	0.34291
939.20	0.34298
939.40	0.34310
939.60	0.34320
939.80	0.34323
940.00	0.34328
940.20	0.34338
940.40	0.34346
940.60	0.34354
940.80	0.34366
941.00	0.34377
941.20	0.34388
941.40	0.34399
941.60	0.34406
941.80	0.34417
942.00	0.34424
942.20	0.34434
942.40	0.34449
942.60	0.34461
942.80	0.34471
943.00	0.34485
943.20	0.34498
943.40	0.34509
943.60	0.34518
943.80	0.34528
944.00	0.34538
944.20	0.34552
944.40	0.34565
944.60	0.34578
944.80	0.34591
945.00	0.34602
945.20	0.34614
945.40	0.34624
945.60	0.34632
945.80	0.34643
946.00	0.34654
946.20	0.34667
946.40	0.34676
946.60	0.34690
946.80	0.34701
947.00	0.34712
947.20	0.34721
947.40	0.34732
947.60	0.34740
947.80	0.34752
948.00	0.34765
948.20	0.34779
948.40	0.34789
948.60	0.34801
948.80	0.34814
949.00	0.34829
949.20	0.34842
949.40	0.34853
949.60	0.34866
949.80	0.34880
950.00	0.34891
950.20	0.34906
950.40	0.34918
950.60	0.34930
950.80	0.34946
951.00	0.34960
951.20	0.34973
951.40	0.34986
951.60	0.34998
951.80	0.35010
952.00	0.35020
952.20	0.35033
952.40	0.35046
952.60	0.35061
952.80	0.35070
953.00	0.35083
953.20	0.35096
953.40	0.35105
953.60	0.35119
953.80	0.35132
954.00	0.35145
954.20	0.35156
954.40	0.35169
954.60	0.35185
954.80	0.35197
955.00	0.35213
955.20	0.35229
955.40	0.35245
955.60	0.35257
955.80	0.35274
956.00	0.35288
956.20	0.35300
956.40	0.35315
956.60	0.35331
956.80	0.35347
957.00	0.35365
957.20	0.35383
957.40	0.35400
957.60	0.35413
957.80	0.35426
958.00	0.35443
958.20	0.35459
958.40	0.35473
958.60	0.35488
958.80	0.35507
959.00	0.35523
959.20	0.35539
959.40	0.35557
959.60	0.35571
959.80	0.35584
960.00	0.35599
960.20	0.35615
960.40	0.35633
960.60	0.35652
960.80	0.35673
961.00	0.35690
961.20	0.35711
961.40	0.35728
961.60	0.35744
961.80	0.35760
962.00	0.35777
962.20	0.35793
962.40	0.35810
962.60	0.35829
962.80	0.35847
963.00	0.35864
963.20	0.35876
963.40	0.35892
963.60	0.35911
963.80	0.35927
964.00	0.35945
964.20	0.35962
964.40	0.35982
964.60	0.36000
964.80	0.36021
965.00	0.36037
965.20	0.36054
965.40	0.36073
965.60	0.36092
965.80	0.36113
966.00	0.36130
966.20	0.36148
966.40	0.36166
966.60	0.36185
966.80	0.36205
967.00	0.36223
967.20	0.36243
967.40	0.36262
967.60	0.36286
967.80	0.36307
968.00	0.36330
968.20	0.36353
968.40	0.36377
968.60	0.36400
968.80	0.36427
969.00	0.36454
969.20	0.36482
969.40	0.36510
969.60	0.36540
969.80	0.36571
970.00	0.36604
970.20	0.36640
970.40	0.36677
970.60	0.36712
970.80	0.36747
971.00	0.36788
971.20	0.36832
971.40	0.36874
971.60	0.36922
971.80	0.36971
972.00	0.37024
972.20	0.37076
972.40	0.37131
972.60	0.37189
972.80	0.37247
973.00	0.37309
973.20	0.37372
973.40	0.37441
973.60	0.37507
973.80	0.37574
974.00	0.37637
974.20	0.37701
974.40	0.37767
974.60	0.37828
974.80	0.37888
975.00	0.37945
975.20	0.37996
975.40	0.38040
975.60	0.38079
975.80	0.38115
976.00	0.38142
976.20	0.38161
976.40	0.38176
976.60	0.38183
976.80	0.38178
977.00	0.38163
977.20	0.38144
977.40	0.38119
977.60	0.38085
977.80	0.38045
978.00	0.38002
978.20	0.37951
978.40	0.37895
978.60	0.37837
978.80	0.37776
979.00	0.37710
979.20	0.37647
979.40	0.37580
979.60	0.37516
979.80	0.37446
980.00	0.37382
980.20	0.37317
980.40	0.37255
980.60	0.37191
980.80	0.37128
981.00	0.37072
981.20	0.37011
981.40	0.36957
981.60	0.36905
981.80	0.36851
982.00	0.36805
982.20	0.36758
982.40	0.36714
982.60	0.36673
982.80	0.36634
983.00	0.36596
983.20	0.36561
983.40	0.36530
983.60	0.36499
983.80	0.36471
984.00	0.36436
984.20	0.36410
984.40	0.36381
984.60	0.36356
984.80	0.36328
985.00	0.36305
985.20	0.36276
985.40	0.36251
985.60	0.36224
985.80	0.36201
986.00	0.36180
986.20	0.36155
986.40	0.36133
986.60	0.36116
986.80	0.36092
987.00	0.36074
987.20	0.36053
987.40	0.36035
987.60	0.36014
987.80	0.35996
988.00	0.35980
988.20	0.35963
988.40	0.35947
988.60	0.35931
988.80	0.35913
989.00	0.35897
989.20	0.35877
989.40	0.35861
989.60	0.35846
989.80	0.35830
990.00	0.35816
990.20	0.35801
990.40	0.35787
990.60	0.35772
990.80	0.35757
991.00	0.35744
991.20	0.35730
991.40	0.35716
991.60	0.35701
991.80	0.35689
992.00	0.35672
992.20	0.35658
992.40	0.35645
992.60	0.35628
992.80	0.35614
993.00	0.35601
993.20	0.35586
993.40	0.35573
993.60	0.35557
993.80	0.35537
994.00	0.35522
994.20	0.35508
994.40	0.35493
994.60	0.35482
994.80	0.35466
995.00	0.35449
995.20	0.35435
995.40	0.35421
995.60	0.35404
995.80	0.35391
996.00	0.35374
996.20	0.35357
996.40	0.35343
996.60	0.35326
996.80	0.35311
997.00	0.35293
997.20	0.35276
997.40	0.35259
997.60	0.35245
997.80	0.35229
998.00	0.35213
998.20	0.35196
998.40	0.35177
998.60	0.35162
998.80	0.35149
999.00	0.35133
999.20	0.35120
999.40	0.35104
999.60	0.35091
999.80	0.35077
1000.00	0.35063
1000.20	0.35044
1000.40	0.35030
1000.60	0.35017
1000.80	0.35006
1001.00	0.34992
1001.20	0.34978
1001.40	0.34961
1001.60	0.34951
1001.80	0.34936
1002.00	0.34925
1002.20	0.34914
1002.40	0.34902
1002.60	0.34890
1002.80	0.34881
1003.00	0.34871
1003.20	0.34860
1003.40	0.34849
1003.60	0.34838
1003.80	0.34827
1004.00	0.34818
1004.20	0.34807
1004.40	0.34798
1004.60	0.34788
1004.80	0.34778
1005.00	0.34769
1005.20	0.34761
1005.40	0.34752
1005.60	0.34742
1005.80	0.34731
1006.00	0.34722
1006.20	0.34715
1006.40	0.34707
1006.60	0.34698
1006.80	0.34687
1007.00	0.34676
1007.20	0.34668
1007.40	0.34655
1007.60	0.34645
1007.80	0.34638
1008.00	0.34628
1008.20	0.34619
1008.40	0.34610
1008.60	0.34603
1008.80	0.34592
1009.00	0.34580
1009.20	0.34571
1009.40	0.34562
1009.60	0.34556
1009.80	0.34548
1010.00	0.34541
1010.20	0.34533
1010.40	0.34524
1010.60	0.34518
1010.80	0.34510
1011.00	0.34502
1011.20	0.34493
1011.40	0.34485
1011.60	0.34478
1011.80	0.34471
1012.00	0.34465
1012.20	0.34457
1012.40	0.34449
1012.60	0.34443
1012.80	0.34433
1013.00	0.34424
1013.20	0.34414
1013.40	0.34405
1013.60	0.34397
1013.80	0.34391
1014.00	0.34385
1014.20	0.34377
1014.40	0.34366
1014.60	0.34354
1014.80	0.34347
1015.00	0.34337
1015.20	0.34326
