[Measurement conditions]
Sample identification,NaCl_TT_500
32.676822680,1043.0
32.698555560,1009.0
32.720288440,1023.0
32.742021320,1049.0
32.763754200,1020.0
32.785487080,958.0
32.807219960,1039.0
32.828952840,1002.0
32.850685720,960.0
32.872418600,988.0
32.894151480,1008.0
32.915884360,905.0
32.937617240,968.0
32.959350120,953.0
32.981083000,992.0
33.002815880,918.0
33.024548760,950.0
33.046281640,919.0
33.068014520,951.0
33.089747400,927.0
33.111480280,956.0
33.133213160,904.0
33.154946040,873.0
33.176678920,874.0
33.198411800,900.0
33.220144680,927.0
33.241877560,943.0
33.263610440,861.0
33.285343320,863.0
33.307076200,860.0
33.328809080,889.0
33.350541960,849.0
33.372274840,938.0
33.394007720,910.0
33.415740600,860.0
33.437473480,857.0
33.459206360,855.0
33.480939240,888.0
33.502672120,825.0
33.524405000,837.0
33.546137880,794.0
33.567870760,826.0
33.589603640,816.0
33.611336520,836.0
33.633069400,859.0
33.654802280,846.0
33.676535160,812.0
33.698268040,758.0
33.720000920,788.0
33.741733800,843.0
33.763466680,840.0
33.785199560,839.0
33.806932440,791.0
33.828665320,846.0
33.850398200,794.0
33.872131080,791.0
33.893863960,792.0
33.915596840,866.0
33.937329720,819.0
33.959062600,778.0
33.980795480,718.0
34.002528360,773.0
34.024261240,737.0
34.045994120,761.0
34.067727000,847.0
34.089459880,799.0
34.111192760,707.0
34.132925640,797.0
34.154658520,786.0
34.176391400,772.0
34.198124280,780.0
34.219857160,766.0
34.241590040,790.0
34.263322920,767.0
34.285055800,757.0
34.306788680,691.0
34.328521560,794.0
34.350254440,757.0
34.371987320,751.0
34.393720200,714.0
34.415453080,766.0
34.437185960,755.0
34.458918840,688.0
34.480651720,768.0
34.502384600,758.0
34.524117480,723.0
34.545850360,754.0
34.567583240,735.0
34.589316120,723.0
34.611049000,799.0
34.632781880,793.0
34.654514760,771.0
34.676247640,773.0
34.697980520,735.0
34.719713400,709.0
34.741446280,751.0
34.763179160,735.0
34.784912040,784.0
34.806644920,781.0
34.828377800,738.0
34.850110680,692.0
34.871843560,726.0
34.893576440,690.0
34.915309320,756.0
34.937042200,722.0
34.958775080,713.0
34.980507960,665.0
35.002240840,699.0
35.023973720,720.0
35.045706600,708.0
35.067439480,710.0
35.089172360,697.0
35.110905240,633.0
35.132638120,672.0
35.154371000,715.0
35.176103880,719.0
35.197836760,771.0
35.219569640,732.0
35.241302520,691.0
35.263035400,686.0
35.284768280,695.0
35.306501160,647.0
35.328234040,629.0
35.349966920,602.0
35.371699800,628.0
35.393432680,638.0
35.415165560,648.0
35.436898440,638.0
35.458631320,588.0
35.480364200,657.0
35.502097080,682.0
35.523829960,610.0
35.545562840,651.0
35.567295720,630.0
35.589028600,606.0
35.610761480,649.0
35.632494360,581.0
35.654227240,577.0
35.675960120,639.0
35.697693000,624.0
35.719425880,590.0
35.741158760,587.0
35.762891640,602.0
35.784624520,622.0
35.806357400,633.0
35.828090280,585.0
35.849823160,620.0
35.871556040,601.0
35.893288920,586.0
35.915021800,608.0
35.936754680,621.0
35.958487560,614.0
35.980220440,588.0
36.001953320,630.0
36.023686200,592.0
36.045419080,632.0
36.067151960,602.0
36.088884840,614.0
36.110617720,595.0
36.132350600,637.0
36.154083480,564.0
36.175816360,625.0
36.197549240,610.0
36.219282120,636.0
36.241015000,672.0
36.262747880,597.0
36.284480760,639.0
36.306213640,647.0
36.327946520,706.0
36.349679400,655.0
36.371412280,688.0
36.393145160,639.0
36.414878040,627.0
36.436610920,605.0
36.458343800,606.0
36.480076680,598.0
36.501809560,554.0
36.523542440,578.0
36.545275320,599.0
36.567008200,540.0
36.588741080,609.0
36.610473960,570.0
36.632206840,608.0
36.653939720,539.0
36.675672600,522.0
36.697405480,598.0
36.719138360,593.0
36.740871240,574.0
36.762604120,558.0
36.784337000,591.0
36.806069880,542.0
36.827802760,568.0
36.849535640,516.0
36.871268520,563.0
36.893001400,560.0
36.914734280,525.0
36.936467160,536.0
36.958200040,574.0
36.979932920,547.0
37.001665800,516.0
37.023398680,485.0
37.045131560,553.0
37.066864440,592.0
37.088597320,549.0
37.110330200,532.0
37.132063080,484.0
37.153795960,519.0
37.175528840,550.0
37.197261720,568.0
37.218994600,519.0
37.240727480,583.0
37.262460360,526.0
37.284193240,552.0
37.305926120,495.0
37.327659000,526.0
37.349391880,531.0
37.371124760,547.0
37.392857640,591.0
37.414590520,535.0
37.436323400,528.0
37.458056280,540.0
37.479789160,526.0
37.501522040,489.0
37.523254920,519.0
37.544987800,533.0
37.566720680,536.0
37.588453560,530.0
37.610186440,503.0
37.631919320,523.0
37.653652200,497.0
37.675385080,525.0
37.697117960,550.0
37.718850840,497.0
37.740583720,525.0
37.762316600,465.0
37.784049480,484.0
37.805782360,518.0
37.827515240,552.0
37.849248120,485.0
37.870981000,510.0
37.892713880,481.0
37.914446760,520.0
37.936179640,513.0
37.957912520,482.0
37.979645400,474.0
38.001378280,476.0
38.023111160,506.0
38.044844040,521.0
38.066576920,487.0
38.088309800,465.0
38.110042680,476.0
38.131775560,452.0
38.153508440,486.0
38.175241320,507.0
38.196974200,567.0
38.218707080,508.0
38.240439960,509.0
38.262172840,512.0
38.283905720,468.0
38.305638600,509.0
38.327371480,504.0
38.349104360,516.0
38.370837240,530.0
38.392570120,491.0
38.414303000,513.0
38.436035880,468.0
38.457768760,487.0
38.479501640,461.0
38.501234520,475.0
38.522967400,538.0
38.544700280,504.0
38.566433160,548.0
38.588166040,599.0
38.609898920,572.0
38.631631800,633.0
38.653364680,702.0
38.675097560,687.0
38.696830440,687.0
38.718563320,607.0
38.740296200,529.0
38.762029080,589.0
38.783761960,565.0
38.805494840,569.0
38.827227720,557.0
38.848960600,494.0
38.870693480,507.0
38.892426360,466.0
38.914159240,492.0
38.935892120,484.0
38.957625000,462.0
38.979357880,454.0
39.001090760,464.0
39.022823640,464.0
39.044556520,442.0
39.066289400,487.0
39.088022280,450.0
39.109755160,455.0
39.131488040,453.0
39.153220920,493.0
39.174953800,454.0
39.196686680,469.0
39.218419560,452.0
39.240152440,422.0
39.261885320,468.0
39.283618200,525.0
39.305351080,464.0
39.327083960,465.0
39.348816840,490.0
39.370549720,477.0
39.392282600,456.0
39.414015480,436.0
39.435748360,452.0
39.457481240,459.0
39.479214120,446.0
39.500947000,428.0
39.522679880,431.0
39.544412760,410.0
39.566145640,466.0
39.587878520,455.0
39.609611400,443.0
39.631344280,431.0
39.653077160,444.0
39.674810040,440.0
39.696542920,442.0
39.718275800,446.0
39.740008680,443.0
39.761741560,452.0
39.783474440,426.0
39.805207320,431.0
39.826940200,425.0
39.848673080,440.0
39.870405960,452.0
39.892138840,448.0
39.913871720,456.0
39.935604600,435.0
39.957337480,471.0
39.979070360,460.0
40.000803240,444.0
40.022536120,480.0
40.044269000,484.0
40.066001880,457.0
40.087734760,448.0
40.109467640,432.0
40.131200520,462.0
40.152933400,443.0
40.174666280,439.0
40.196399160,429.0
40.218132040,429.0
40.239864920,451.0
40.261597800,424.0
40.283330680,427.0
40.305063560,433.0
40.326796440,431.0
40.348529320,394.0
40.370262200,401.0
40.391995080,401.0
40.413727960,450.0
40.435460840,424.0
40.457193720,456.0
40.478926600,467.0
40.500659480,418.0
40.522392360,437.0
40.544125240,413.0
40.565858120,436.0
40.587591000,452.0
40.609323880,428.0
40.631056760,444.0
40.652789640,431.0
40.674522520,459.0
40.696255400,392.0
40.717988280,440.0
40.739721160,479.0
40.761454040,503.0
40.783186920,556.0
40.804919800,621.0
40.826652680,652.0
40.848385560,686.0
40.870118440,740.0
40.891851320,665.0
40.913584200,633.0
40.935317080,655.0
40.957049960,566.0
40.978782840,512.0
41.000515720,491.0
41.022248600,460.0
41.043981480,460.0
41.065714360,420.0
41.087447240,464.0
41.109180120,407.0
41.130913000,388.0
41.152645880,433.0
41.174378760,410.0
41.196111640,403.0
41.217844520,420.0
41.239577400,430.0
41.261310280,399.0
41.283043160,436.0
41.304776040,462.0
41.326508920,481.0
41.348241800,504.0
41.369974680,468.0
41.391707560,502.0
41.413440440,452.0
41.435173320,497.0
41.456906200,478.0
41.478639080,455.0
41.500371960,449.0
41.522104840,480.0
41.543837720,387.0
41.565570600,406.0
41.587303480,407.0
41.609036360,427.0
41.630769240,376.0
41.652502120,384.0
41.674235000,415.0
41.695967880,461.0
41.717700760,409.0
41.739433640,409.0
41.761166520,358.0
41.782899400,416.0
41.804632280,400.0
41.826365160,383.0
41.848098040,424.0
41.869830920,405.0
41.891563800,357.0
41.913296680,441.0
41.935029560,401.0
41.956762440,378.0
41.978495320,388.0
42.000228200,411.0
42.021961080,408.0
42.043693960,423.0
42.065426840,403.0
42.087159720,401.0
42.108892600,386.0
42.130625480,403.0
42.152358360,386.0
42.174091240,398.0
42.195824120,411.0
42.217557000,434.0
42.239289880,382.0
42.261022760,423.0
42.282755640,416.0
42.304488520,357.0
42.326221400,372.0
42.347954280,418.0
42.369687160,372.0
42.391420040,377.0
42.413152920,393.0
42.434885800,389.0
42.456618680,382.0
42.478351560,413.0
42.500084440,379.0
42.521817320,414.0
42.543550200,370.0
42.565283080,343.0
42.587015960,363.0
42.608748840,440.0
42.630481720,375.0
42.652214600,399.0
42.673947480,385.0
42.695680360,389.0
42.717413240,385.0
42.739146120,371.0
42.760879000,396.0
42.782611880,386.0
42.804344760,383.0
42.826077640,425.0
42.847810520,396.0
42.869543400,405.0
42.891276280,410.0
42.913009160,387.0
42.934742040,395.0
42.956474920,406.0
42.978207800,431.0
42.999940680,395.0
43.021673560,405.0
43.043406440,451.0
43.065139320,398.0
43.086872200,426.0
43.108605080,397.0
43.130337960,401.0
43.152070840,389.0
43.173803720,373.0
43.195536600,383.0
43.217269480,430.0
43.239002360,400.0
43.260735240,387.0
43.282468120,411.0
43.304201000,460.0
43.325933880,444.0
43.347666760,450.0
43.369399640,472.0
43.391132520,398.0
43.412865400,435.0
43.434598280,397.0
43.456331160,386.0
43.478064040,394.0
43.499796920,424.0
43.521529800,403.0
43.543262680,363.0
43.564995560,365.0
43.586728440,379.0
43.608461320,418.0
43.630194200,370.0
43.651927080,414.0
43.673659960,407.0
43.695392840,372.0
43.717125720,411.0
43.738858600,371.0
43.760591480,387.0
43.782324360,404.0
43.804057240,396.0
43.825790120,412.0
43.847523000,507.0
43.869255880,495.0
43.890988760,460.0
43.912721640,412.0
43.934454520,459.0
43.956187400,487.0
43.977920280,443.0
43.999653160,437.0
44.021386040,481.0
44.043118920,475.0
44.064851800,448.0
44.086584680,472.0
44.108317560,461.0
44.130050440,411.0
44.151783320,436.0
44.173516200,436.0
44.195249080,446.0
44.216981960,455.0
44.238714840,422.0
44.260447720,481.0
44.282180600,457.0
44.303913480,451.0
44.325646360,513.0
44.347379240,460.0
44.369112120,484.0
44.390845000,455.0
44.412577880,435.0
44.434310760,494.0
44.456043640,475.0
44.477776520,439.0
44.499509400,462.0
44.521242280,447.0
44.542975160,518.0
44.564708040,522.0
44.586440920,510.0
44.608173800,466.0
44.629906680,479.0
44.651639560,468.0
44.673372440,512.0
44.695105320,530.0
44.716838200,504.0
44.738571080,478.0
44.760303960,483.0
44.782036840,512.0
44.803769720,531.0
44.825502600,533.0
44.847235480,569.0
44.868968360,575.0
44.890701240,561.0
44.912434120,581.0
44.934167000,611.0
44.955899880,621.0
44.977632760,634.0
44.999365640,701.0
45.021098520,767.0
45.042831400,789.0
45.064564280,808.0
45.086297160,898.0
45.108030040,912.0
45.129762920,1025.0
45.151495800,1068.0
45.173228680,1275.0
45.194961560,1335.0
45.216694440,1591.0
45.238427320,1677.0
45.260160200,1939.0
45.281893080,2365.0
45.303625960,2995.0
45.325358840,4034.0
45.347091720,5469.0
45.368824600,8306.0
45.390557480,11969.0
45.412290360,17881.0
45.434023240,24865.0
45.455756120,30360.0
45.477489000,29022.0
45.499221880,23326.0
45.520954760,18399.0
45.542687640,16737.0
45.564420520,17471.0
45.586153400,17007.0
45.607886280,13679.0
45.629619160,9153.0
45.651352040,6078.0
45.673084920,4006.0
45.694817800,3021.0
45.716550680,2368.0
45.738283560,1880.0
45.760016440,1618.0
45.781749320,1327.0
45.803482200,1121.0
45.825215080,1069.0
45.846947960,929.0
45.868680840,819.0
45.890413720,797.0
45.912146600,797.0
45.933879480,693.0
45.955612360,672.0
45.977345240,520.0
45.999078120,580.0
46.020811000,552.0
46.042543880,528.0
46.064276760,548.0
46.086009640,477.0
46.107742520,512.0
46.129475400,518.0
46.151208280,484.0
46.172941160,530.0
46.194674040,521.0
46.216406920,527.0
46.238139800,513.0
46.259872680,481.0
46.281605560,457.0
46.303338440,469.0
46.325071320,463.0
46.346804200,435.0
46.368537080,463.0
46.390269960,414.0
46.412002840,432.0
46.433735720,445.0
46.455468600,468.0
46.477201480,431.0
46.498934360,444.0
46.520667240,444.0
46.542400120,446.0
46.564133000,440.0
46.585865880,398.0
46.607598760,428.0
46.629331640,405.0
46.651064520,402.0
46.672797400,438.0
46.694530280,407.0
46.716263160,430.0
46.737996040,472.0
46.759728920,415.0
46.781461800,443.0
46.803194680,440.0
46.824927560,406.0
46.846660440,436.0
46.868393320,440.0
46.890126200,425.0
46.911859080,425.0
46.933591960,415.0
46.955324840,444.0
46.977057720,401.0
46.998790600,436.0
47.020523480,427.0
47.042256360,453.0
47.063989240,428.0
47.085722120,379.0
47.107455000,403.0
47.129187880,351.0
47.150920760,376.0
47.172653640,423.0
47.194386520,418.0
47.216119400,376.0
47.237852280,390.0
47.259585160,409.0
47.281318040,354.0
47.303050920,369.0
47.324783800,426.0
47.346516680,396.0
47.368249560,387.0
47.389982440,361.0
47.411715320,377.0
47.433448200,394.0
47.455181080,354.0
47.476913960,393.0
47.498646840,363.0
47.520379720,407.0
47.542112600,388.0
47.563845480,403.0
47.585578360,398.0
47.607311240,377.0
47.629044120,406.0
47.650777000,369.0
47.672509880,403.0
47.694242760,353.0
47.715975640,362.0
47.737708520,389.0
47.759441400,379.0
47.781174280,358.0
47.802907160,366.0
47.824640040,388.0
47.846372920,373.0
47.868105800,347.0
47.889838680,354.0
47.911571560,418.0
47.933304440,369.0
47.955037320,326.0
47.976770200,359.0
47.998503080,336.0
48.020235960,343.0
48.041968840,365.0
48.063701720,364.0
48.085434600,379.0
48.107167480,355.0
48.128900360,372.0
48.150633240,379.0
48.172366120,349.0
48.194099000,359.0
48.215831880,381.0
48.237564760,373.0
48.259297640,370.0
48.281030520,345.0
48.302763400,334.0
48.324496280,329.0
48.346229160,333.0
48.367962040,382.0
48.389694920,373.0
48.411427800,372.0
48.433160680,344.0
48.454893560,356.0
48.476626440,364.0
48.498359320,341.0
48.520092200,395.0
48.541825080,305.0
48.563557960,374.0
48.585290840,329.0
48.607023720,351.0
48.628756600,383.0
48.650489480,432.0
48.672222360,420.0
48.693955240,479.0
48.715688120,488.0
48.737421000,469.0
48.759153880,431.0
48.780886760,406.0
48.802619640,419.0
48.824352520,447.0
48.846085400,411.0
48.867818280,420.0
48.889551160,370.0
48.911284040,359.0
48.933016920,361.0
48.954749800,354.0
48.976482680,333.0
48.998215560,311.0
49.019948440,338.0
49.041681320,347.0
49.063414200,340.0
49.085147080,375.0
49.106879960,360.0
49.128612840,347.0
49.150345720,335.0
49.172078600,346.0
49.193811480,393.0
49.215544360,358.0
49.237277240,347.0
49.259010120,368.0
49.280743000,328.0
49.302475880,337.0
49.324208760,364.0
49.345941640,336.0
49.367674520,321.0
49.389407400,333.0
49.411140280,323.0
49.432873160,324.0
49.454606040,360.0
49.476338920,352.0
49.498071800,335.0
49.519804680,314.0
49.541537560,310.0
49.563270440,369.0
49.585003320,308.0
49.606736200,308.0
49.628469080,332.0
49.650201960,334.0
49.671934840,315.0
49.693667720,340.0
49.715400600,351.0
49.737133480,331.0
49.758866360,333.0
49.780599240,332.0
49.802332120,322.0
49.824065000,344.0
49.845797880,324.0
49.867530760,301.0
49.889263640,318.0
49.910996520,272.0
49.932729400,308.0
49.954462280,315.0
49.976195160,328.0
49.997928040,319.0
50.019660920,328.0
50.041393800,303.0
50.063126680,336.0
50.084859560,314.0
50.106592440,346.0
50.128325320,336.0
50.150058200,283.0
50.171791080,336.0
50.193523960,313.0
50.215256840,332.0
50.236989720,304.0
50.258722600,288.0
50.280455480,291.0
50.302188360,313.0
50.323921240,313.0
50.345654120,307.0
50.367387000,322.0
50.389119880,287.0
50.410852760,343.0
50.432585640,278.0
50.454318520,270.0
50.476051400,285.0
50.497784280,325.0
50.519517160,361.0
50.541250040,345.0
50.562982920,304.0
50.584715800,314.0
50.606448680,333.0
50.628181560,339.0
50.649914440,320.0
50.671647320,348.0
50.693380200,305.0
50.715113080,283.0
50.736845960,287.0
50.758578840,318.0
50.780311720,291.0
50.802044600,290.0
50.823777480,317.0
50.845510360,334.0
50.867243240,301.0
50.888976120,289.0
50.910709000,317.0
50.932441880,285.0
50.954174760,296.0
50.975907640,240.0
50.997640520,312.0
51.019373400,307.0
51.041106280,287.0
51.062839160,326.0
51.084572040,294.0
51.106304920,312.0
51.128037800,307.0
51.149770680,300.0
51.171503560,312.0
51.193236440,256.0
51.214969320,293.0
51.236702200,288.0
51.258435080,276.0
51.280167960,283.0
51.301900840,275.0
51.323633720,277.0
51.345366600,279.0
51.367099480,294.0
51.388832360,340.0
51.410565240,309.0
51.432298120,282.0
51.454031000,290.0
51.475763880,277.0
51.497496760,298.0
51.519229640,271.0
51.540962520,292.0
51.562695400,257.0
51.584428280,306.0
51.606161160,308.0
51.627894040,291.0
51.649626920,277.0
51.671359800,305.0
51.693092680,299.0
51.714825560,313.0
51.736558440,295.0
51.758291320,291.0
51.780024200,290.0
51.801757080,293.0
51.823489960,311.0
51.845222840,276.0
51.866955720,327.0
51.888688600,289.0
51.910421480,269.0
51.932154360,248.0
51.953887240,268.0
51.975620120,303.0
51.997353000,302.0
52.019085880,308.0
52.040818760,271.0
52.062551640,269.0
52.084284520,290.0
52.106017400,310.0
52.127750280,281.0
52.149483160,286.0
52.171216040,291.0
52.192948920,298.0
52.214681800,353.0
52.236414680,329.0
52.258147560,424.0
52.279880440,396.0
52.301613320,372.0
52.323346200,396.0
52.345079080,364.0
52.366811960,366.0
52.388544840,311.0
52.410277720,315.0
52.432010600,326.0
52.453743480,348.0
52.475476360,341.0
52.497209240,302.0
52.518942120,312.0
52.540675000,304.0
52.562407880,299.0
52.584140760,280.0
52.605873640,299.0
52.627606520,287.0
52.649339400,315.0
52.671072280,276.0
52.692805160,297.0
52.714538040,268.0
52.736270920,276.0
52.758003800,285.0
52.779736680,279.0
52.801469560,275.0
52.823202440,276.0
52.844935320,304.0
52.866668200,270.0
52.888401080,260.0
52.910133960,273.0
52.931866840,279.0
52.953599720,309.0
52.975332600,257.0
52.997065480,246.0
53.018798360,298.0
53.040531240,309.0
53.062264120,233.0
53.083997000,295.0
53.105729880,289.0
53.127462760,287.0
53.149195640,260.0
53.170928520,267.0
53.192661400,281.0
53.214394280,291.0
53.236127160,304.0
53.257860040,285.0
53.279592920,284.0
53.301325800,278.0
53.323058680,335.0
53.344791560,270.0
53.366524440,298.0
53.388257320,294.0
53.409990200,284.0
53.431723080,289.0
53.453455960,276.0
53.475188840,261.0
53.496921720,281.0
53.518654600,266.0
53.540387480,296.0
53.562120360,314.0
53.583853240,317.0
53.605586120,304.0
53.627319000,312.0
53.649051880,291.0
53.670784760,322.0
53.692517640,314.0
53.714250520,333.0
53.735983400,376.0
53.757716280,425.0
53.779449160,476.0
53.801182040,587.0
53.822914920,759.0
53.844647800,926.0
53.866380680,1029.0
53.888113560,999.0
53.909846440,920.0
53.931579320,788.0
53.953312200,720.0
53.975045080,667.0
53.996777960,694.0
54.018510840,721.0
54.040243720,674.0
54.061976600,553.0
54.083709480,484.0
54.105442360,418.0
54.127175240,379.0
54.148908120,381.0
54.170641000,323.0
54.192373880,331.0
54.214106760,318.0
54.235839640,319.0
54.257572520,304.0
54.279305400,259.0
54.301038280,299.0
54.322771160,267.0
54.344504040,263.0
54.366236920,276.0
54.387969800,279.0
54.409702680,264.0
54.431435560,292.0
54.453168440,290.0
54.474901320,293.0
54.496634200,294.0
54.518367080,263.0
54.540099960,275.0
54.561832840,289.0
54.583565720,305.0
54.605298600,277.0
54.627031480,264.0
54.648764360,291.0
54.670497240,288.0
54.692230120,234.0
54.713963000,289.0
54.735695880,260.0
54.757428760,257.0
54.779161640,242.0
54.800894520,276.0
54.822627400,297.0
54.844360280,261.0
54.866093160,286.0
54.887826040,300.0
54.909558920,291.0
54.931291800,265.0
54.953024680,282.0
54.974757560,297.0
54.996490440,271.0
55.018223320,266.0
55.039956200,279.0
55.061689080,279.0
55.083421960,265.0
55.105154840,281.0
55.126887720,319.0
55.148620600,290.0
55.170353480,275.0
55.192086360,248.0
55.213819240,247.0
55.235552120,276.0
55.257285000,285.0
55.279017880,292.0
55.300750760,275.0
55.322483640,233.0
55.344216520,299.0
55.365949400,265.0
55.387682280,286.0
55.409415160,290.0
55.431148040,270.0
55.452880920,295.0
55.474613800,298.0
55.496346680,272.0
55.518079560,303.0
55.539812440,300.0
55.561545320,270.0
55.583278200,306.0
55.605011080,291.0
55.626743960,281.0
55.648476840,335.0
55.670209720,340.0
55.691942600,380.0
55.713675480,330.0
55.735408360,416.0
55.757141240,467.0
55.778874120,366.0
55.800607000,372.0
55.822339880,334.0
55.844072760,332.0
55.865805640,336.0
55.887538520,367.0
55.909271400,365.0
55.931004280,363.0
55.952737160,362.0
55.974470040,306.0
55.996202920,348.0
56.017935800,329.0
56.039668680,376.0
56.061401560,374.0
56.083134440,423.0
56.104867320,384.0
56.126600200,433.0
56.148333080,464.0
56.170065960,472.0
56.191798840,497.0
56.213531720,530.0
56.235264600,523.0
56.256997480,595.0
56.278730360,698.0
56.300463240,802.0
56.322196120,894.0
56.343929000,1149.0
56.365661880,1561.0
56.387394760,2257.0
56.409127640,3118.0
56.430860520,4196.0
56.452593400,5470.0
56.474326280,6038.0
56.496059160,5766.0
56.517792040,4726.0
56.539524920,3990.0
56.561257800,3402.0
56.582990680,3563.0
56.604723560,3562.0
56.626456440,3732.0
56.648189320,3246.0
56.669922200,2596.0
56.691655080,1897.0
56.713387960,1417.0
56.735120840,1142.0
56.756853720,917.0
56.778586600,743.0
56.800319480,615.0
56.822052360,555.0
56.843785240,494.0
56.865518120,423.0
56.887251000,411.0
56.908983880,387.0
56.930716760,377.0
56.952449640,376.0
56.974182520,318.0
56.995915400,359.0
57.017648280,344.0
57.039381160,308.0
57.061114040,294.0
57.082846920,309.0
57.104579800,317.0
57.126312680,282.0
57.148045560,268.0
57.169778440,282.0
57.191511320,289.0
57.213244200,241.0
57.234977080,270.0
57.256709960,302.0
57.278442840,285.0
57.300175720,274.0
57.321908600,273.0
57.343641480,270.0
57.365374360,283.0
57.387107240,288.0
57.408840120,273.0
57.430573000,237.0
57.452305880,251.0
57.474038760,266.0
57.495771640,239.0
57.517504520,269.0
57.539237400,272.0
57.560970280,277.0
57.582703160,279.0
57.604436040,249.0
57.626168920,242.0
57.647901800,242.0
57.669634680,242.0
57.691367560,245.0
57.713100440,262.0
57.734833320,246.0
57.756566200,238.0
57.778299080,283.0
57.800031960,278.0
57.821764840,249.0
57.843497720,276.0
57.865230600,240.0
57.886963480,300.0
57.908696360,275.0
57.930429240,278.0
57.952162120,278.0
57.973895000,278.0
57.995627880,262.0
58.017360760,258.0
58.039093640,246.0
58.060826520,272.0
58.082559400,277.0
58.104292280,221.0
58.126025160,238.0
58.147758040,248.0
58.169490920,259.0
58.191223800,239.0
58.212956680,229.0
58.234689560,236.0
58.256422440,247.0
58.278155320,243.0
58.299888200,217.0
58.321621080,235.0
58.343353960,246.0
58.365086840,245.0
58.386819720,233.0
58.408552600,234.0
58.430285480,229.0
58.452018360,232.0
58.473751240,227.0
58.495484120,242.0
58.517217000,228.0
58.538949880,218.0
58.560682760,215.0
58.582415640,224.0
58.604148520,239.0
58.625881400,235.0
58.647614280,246.0
58.669347160,220.0
58.691080040,230.0
58.712812920,259.0
58.734545800,229.0
58.756278680,241.0
58.778011560,233.0
58.799744440,225.0
58.821477320,239.0
58.843210200,211.0
58.864943080,258.0
58.886675960,236.0
58.908408840,256.0
58.930141720,246.0
58.951874600,242.0
58.973607480,239.0
58.995340360,265.0
59.017073240,259.0
59.038806120,266.0
59.060539000,282.0
59.082271880,286.0
59.104004760,259.0
59.125737640,235.0
59.147470520,285.0
59.169203400,268.0
59.190936280,292.0
59.212669160,270.0
59.234402040,284.0
59.256134920,266.0
59.277867800,273.0
59.299600680,236.0
59.321333560,228.0
59.343066440,236.0
59.364799320,275.0
59.386532200,238.0
59.408265080,199.0
59.429997960,224.0
59.451730840,206.0
59.473463720,226.0
59.495196600,258.0
59.516929480,240.0
59.538662360,239.0
59.560395240,256.0
59.582128120,229.0
59.603861000,241.0
59.625593880,190.0
59.647326760,187.0
59.669059640,186.0
59.690792520,236.0
59.712525400,215.0
59.734258280,210.0
59.755991160,231.0
59.777724040,228.0
59.799456920,222.0
59.821189800,219.0
59.842922680,245.0
59.864655560,208.0
59.886388440,238.0
59.908121320,236.0
59.929854200,229.0
59.951587080,233.0
59.973319960,238.0
59.995052840,214.0
60.016785720,234.0
60.038518600,215.0
60.060251480,230.0
60.081984360,231.0
60.103717240,224.0
60.125450120,192.0
60.147183000,216.0
60.168915880,219.0
60.190648760,236.0
60.212381640,214.0
60.234114520,222.0
60.255847400,225.0
60.277580280,250.0
60.299313160,205.0
60.321046040,222.0
60.342778920,206.0
60.364511800,212.0
60.386244680,226.0
60.407977560,207.0
60.429710440,207.0
60.451443320,259.0
60.473176200,213.0
60.494909080,223.0
60.516641960,227.0
60.538374840,217.0
60.560107720,230.0
60.581840600,236.0
60.603573480,225.0
60.625306360,224.0
60.647039240,249.0
60.668772120,220.0
60.690505000,209.0
60.712237880,260.0
60.733970760,215.0
60.755703640,213.0
60.777436520,229.0
60.799169400,192.0
60.820902280,204.0
60.842635160,237.0
60.864368040,220.0
60.886100920,204.0
60.907833800,244.0
60.929566680,249.0
60.951299560,225.0
60.973032440,227.0
60.994765320,225.0
61.016498200,225.0
61.038231080,235.0
61.059963960,234.0
61.081696840,214.0
61.103429720,202.0
61.125162600,212.0
61.146895480,211.0
61.168628360,223.0
61.190361240,232.0
61.212094120,220.0
61.233827000,214.0
61.255559880,220.0
61.277292760,257.0
61.299025640,209.0
61.320758520,233.0
61.342491400,227.0
61.364224280,240.0
61.385957160,229.0
61.407690040,232.0
61.429422920,218.0
61.451155800,231.0
61.472888680,238.0
61.494621560,218.0
61.516354440,223.0
61.538087320,216.0
61.559820200,225.0
61.581553080,212.0
61.603285960,213.0
61.625018840,258.0
61.646751720,227.0
61.668484600,222.0
61.690217480,212.0
61.711950360,186.0
61.733683240,220.0
61.755416120,204.0
61.777149000,210.0
61.798881880,199.0
61.820614760,214.0
61.842347640,229.0
61.864080520,204.0
61.885813400,199.0
61.907546280,221.0
61.929279160,206.0
61.951012040,196.0
61.972744920,215.0
61.994477800,231.0
62.016210680,208.0
62.037943560,221.0
62.059676440,244.0
62.081409320,238.0
62.103142200,227.0
62.124875080,196.0
62.146607960,218.0
62.168340840,229.0
62.190073720,309.0
62.211806600,211.0
62.233539480,241.0
62.255272360,239.0
62.277005240,267.0
62.298738120,286.0
62.320471000,238.0
62.342203880,260.0
62.363936760,261.0
62.385669640,245.0
62.407402520,212.0
62.429135400,231.0
62.450868280,218.0
62.472601160,235.0
62.494334040,246.0
62.516066920,213.0
62.537799800,228.0
62.559532680,226.0
62.581265560,224.0
62.602998440,201.0
62.624731320,209.0
62.646464200,216.0
62.668197080,218.0
62.689929960,201.0
62.711662840,211.0
62.733395720,212.0
62.755128600,225.0
62.776861480,209.0
62.798594360,209.0
62.820327240,210.0
62.842060120,216.0
62.863793000,236.0
62.885525880,223.0
